gallibacterium_anatis	SAMN33479745	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0095/SAMN33479745.aln.fas
enterobacter_hormaechei	SAMN33797057	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0095/SAMN33797057.aln.fas
lactiplantibacillus_plantarum	SAMN13508503	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0064/SAMN13508503.aln.fas
listeria_welshimeri	SAMN26677376	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0085/SAMN26677376.aln.fas
enterobacter_sichuanensis	SAMN26796517	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0085/SAMN26796517.aln.fas
staphylococcus_chromogenes	SAMN27023808	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0085/SAMN27023808.aln.fas
corynebacterium_diphtheriae	SAMN26794538	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0085/SAMN26794538.aln.fas
bifidobacterium_animalis	SAMN26902194	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0085/SAMN26902194.aln.fas
stutzerimonas_stutzeri	SAMN30525620	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0090/SAMN30525620.aln.fas
enterobacter_chengduensis	SAMN30417275	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0090/SAMN30417275.aln.fas
acinetobacter_johnsonii	SAMN30525226	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0090/SAMN30525226.aln.fas
wolbachia_pipientis	SAMN03996801	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0037/SAMN03996801.aln.fas
vibrio_harveyi	SAMN03996325	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0037/SAMN03996325.aln.fas
klebsiella_aerogenes	SAMN04252931	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0037/SAMN04252931.aln.fas
bifidobacterium_breve	SAMN20502717	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0079/SAMN20502717.aln.fas
